Differential gene expression analysis between FOXP3high vs. FOXP3low samples										
geneSymbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	siggenes3	siggenes1	siggenes2	siggenes4
ZNF517	0.17601245	2.07537119	1.773308503	0.082045561	0.21991395	-4.453336917	NA	not_sig	NA	other
IGHMBP2	0.176010461	3.59326569	1.376790214	0.174487676	0.352419776	-5.149997157	NA	not_sig	NA	other
WDR81	0.175995718	5.940281441	1.62407624	0.110418537	0.265057112	-4.983025905	NA	not_sig	NA	other
SMTNL2	0.175994174	-0.357696933	1.161185761	0.250879502	0.443971424	-5.220050604	NA	not_sig	NA	other
SCNN1A	0.175993399	3.916173802	0.890849713	0.37712129	0.572289052	-5.703558212	NA	not_sig	NA	other
ABCD3	-0.175949472	5.599652733	-1.633308864	0.108457095	0.261742918	-4.955455755	NA	not_sig	NA	other
TOPBP1	-0.175941287	6.165168922	-2.190781098	0.032982142	0.120998109	-3.999168327	NA	not_sig	NA	other
STAM2	-0.175912929	5.842775107	-2.645185212	0.010777827	0.060120612	-3.028585297	NA	not_sig	NA	other
ARFGEF2	-0.175912703	7.146594497	-2.806900132	0.00702903	0.046511647	-2.657079268	NA	not_sig	NA	other
LRRC37A4P	-0.175905714	4.888514688	-0.658901833	0.512871768	0.684135304	-5.967798336	NA	not_sig	NA	other
GPD2	-0.175875205	6.769679533	-1.572780721	0.121846896	0.282169957	-5.066549419	NA	not_sig	NA	other
ZCCHC4	-0.17586067	3.111344362	-1.643496257	0.106325837	0.258714118	-4.724756741	NA	not_sig	NA	other
PTBP1	0.175836858	6.851978586	1.619335402	0.111436862	0.266510349	-4.996682517	NA	not_sig	NA	other
KDM4D	0.175795382	0.574804573	2.049961796	0.045436178	0.149020651	-3.966010684	NA	not_sig	NA	other
AKIP1	-0.175774237	3.750119849	-2.210949223	0.031470068	0.117340162	-3.815980564	NA	not_sig	NA	other
INKA1	-0.175763487	1.953119895	-1.11111054	0.271641994	0.466727114	-5.308932163	NA	not_sig	NA	other
PARP12	-0.175695662	6.600690715	-1.440984548	0.155595657	0.327746079	-5.253666413	NA	not_sig	NA	other
TRBV18	-0.175635336	0.424178941	-1.093411909	0.279262355	0.473684292	-5.296950314	NA	not_sig	NA	other
POLR2I	-0.175615613	3.312064306	-2.105953155	0.040064215	0.136864089	-3.970148313	NA	not_sig	NA	other
ZNF253	-0.175581398	3.51842725	-1.301228417	0.198927662	0.382599752	-5.229183635	NA	not_sig	NA	other
RIMKLB	0.175561475	4.446796493	1.687766448	0.097457846	0.245281367	-4.799370541	NA	not_sig	NA	other
PXMP2	-0.175500096	1.918336514	-1.753670815	0.085391128	0.225354147	-4.477919879	NA	not_sig	NA	other
VILL	-0.175483248	3.176184309	-1.456832821	0.151186678	0.322144067	-4.991916716	NA	not_sig	NA	other
SCN2A	0.175468682	2.155862278	1.067118763	0.290857244	0.486450525	-5.362172585	NA	not_sig	NA	other
BIVM	-0.175458617	4.410853202	-1.772361017	0.08220443	0.220085119	-4.654993564	NA	not_sig	NA	other
PAWR	0.175439067	4.994369361	1.09948417	0.276631181	0.471100359	-5.608348798	NA	not_sig	NA	other
CD81	0.175434374	8.094512586	1.588567554	0.118232416	0.276526922	-5.011159711	NA	not_sig	NA	other
FAM83C	0.175430348	3.931999537	0.647268558	0.52031107	0.690404245	-5.879777306	NA	not_sig	NA	other
ARHGEF4	0.175397888	4.262161104	0.852699334	0.397744269	0.590596773	-5.770666388	NA	not_sig	NA	other
ANKRD13C	-0.17537982	5.473476806	-2.268916394	0.027459428	0.107784605	-3.823511517	NA	not_sig	NA	other
MRPL23	-0.175361362	4.198184921	-1.375582061	0.174859434	0.352722053	-5.210535106	NA	not_sig	NA	other
REC8	0.175354554	2.668755809	0.890785133	0.377155617	0.572289052	-5.561750975	NA	not_sig	NA	other
ZNF442	-0.175350537	3.148831771	-1.545276919	0.128355923	0.290791796	-4.875279637	NA	not_sig	NA	other
EXD2	0.175342694	3.904474192	1.834845064	0.072263079	0.202852648	-4.502725557	NA	not_sig	NA	other
NIPAL4	0.175341149	5.25756656	0.870111623	0.388246239	0.582403367	-5.846767651	NA	not_sig	NA	other
TFAP4	0.175335608	2.614146288	1.096528835	0.277909579	0.47235932	-5.365928841	NA	not_sig	NA	other
ZNF79	-0.175281187	3.379030776	-1.991487484	0.051702507	0.162638765	-4.183396785	NA	not_sig	NA	other
LIME1	-0.175257123	2.938098318	-0.762071275	0.449467085	0.633913324	-5.680928544	NA	not_sig	NA	other
HIRA	0.175242196	4.853061108	1.750579137	0.085928043	0.226178564	-4.729530609	NA	not_sig	NA	other
TMC8	0.175209422	5.232295626	0.813007751	0.419927774	0.609840208	-5.888776688	NA	not_sig	NA	other
MAP3K14	0.175132962	4.516913577	1.096178359	0.278061459	0.47244791	-5.573163584	NA	not_sig	NA	other
TCHP	0.175104928	3.907922345	1.711046311	0.093044205	0.238130066	-4.704281876	NA	not_sig	NA	other
MARK3	-0.175076319	6.368272366	-2.421865399	0.018970735	0.085470621	-3.528396302	NA	not_sig	NA	other
WASHC4	-0.175069961	7.618805128	-1.990353128	0.051831089	0.162849542	-4.366241772	NA	not_sig	NA	other
CACFD1	0.175046446	2.406654625	1.477527373	0.145577654	0.314933973	-4.900899899	NA	not_sig	NA	other
ZNF551	-0.175046234	4.103758592	-1.745048721	0.086895482	0.227954218	-4.6679691	NA	not_sig	NA	other
CRYZL2P	0.175044873	2.747312547	1.372736436	0.175737459	0.354100951	-5.061709932	NA	not_sig	NA	other
AC079416.2	0.175033427	0.755415648	1.477084402	0.145695975	0.315137732	-4.855722322	NA	not_sig	NA	other
RNF157	0.175029128	3.254218997	0.769292613	0.445206854	0.630565492	-5.717044296	NA	not_sig	NA	other
GLUD1	-0.17500784	7.673500235	-2.569328725	0.013103118	0.06813662	-3.194248574	NA	not_sig	NA	other
ARL4C	0.174986089	7.041577496	1.671342047	0.100674243	0.250224442	-4.915405213	NA	not_sig	NA	other
AL365475.1	0.174897215	0.372608231	1.34710649	0.183798729	0.364688331	-5.015937073	NA	not_sig	NA	other
NPM3	-0.174873189	3.098193081	-1.490709439	0.142091146	0.309699741	-4.94264885	NA	not_sig	NA	other
AC211476.10	0.174844969	-0.408847319	0.92232981	0.360624719	0.556979026	-5.44702595	NA	not_sig	NA	other
UBN2	0.174774351	5.414145257	1.946513677	0.05701565	0.173334459	-4.431321287	NA	not_sig	NA	other
OR51M1	0.17477104	0.286802656	1.449671345	0.153166716	0.324985989	-4.885778066	NA	not_sig	NA	other
SMIM8	-0.174721098	2.802664743	-1.629596303	0.109242379	0.263007978	-4.712991146	NA	not_sig	NA	other
TMED1	-0.174695818	3.995438181	-2.016870779	0.048896264	0.156361475	-4.200835223	NA	not_sig	NA	other
SYNRG	0.174689336	6.598878422	1.571500851	0.122143785	0.282676505	-5.069002189	NA	not_sig	NA	other
ARMCX1	-0.174655905	3.542446074	-1.420673008	0.161392383	0.335336636	-5.080381506	NA	not_sig	NA	other
TRBV5-4	-0.174639557	0.359208145	-1.212974252	0.230632011	0.420480483	-5.170286387	NA	not_sig	NA	other
UNC13D	0.174618556	5.364247892	1.276759239	0.207370642	0.392395243	-5.433136729	NA	not_sig	NA	other
ACP7	0.174567277	3.871273953	0.52280106	0.603337602	0.752853135	-5.945270423	NA	not_sig	NA	other
CRIPT	-0.174552576	4.590753933	-2.043703177	0.04607383	0.150116885	-4.201291614	NA	not_sig	NA	other
STRADB	-0.174539014	3.458617701	-1.465641824	0.148778716	0.31907771	-5.014475885	NA	not_sig	NA	other
VPS28	0.174524039	4.839465006	2.284259885	0.026476796	0.105249567	-3.758674255	NA	not_sig	NA	other
ZNF844	-0.174487252	3.818897975	-1.435455227	0.157157329	0.329535847	-5.097990112	NA	not_sig	NA	other
DDX10P1	0.174450691	0.484082329	1.665940425	0.10175088	0.252058992	-4.58749967	NA	not_sig	NA	other
ANKRD50	0.174405955	5.783312449	1.334009793	0.188025321	0.369410064	-5.380902299	NA	not_sig	NA	other
LLGL1	0.17440575	4.715994541	1.865267713	0.067801745	0.194750904	-4.529254351	NA	not_sig	NA	other
RNF170	-0.174397249	4.760080374	-1.661337222	0.102675806	0.253616498	-4.861679251	NA	not_sig	NA	other
SEC16A	0.174374951	6.83724936	1.611178933	0.113206697	0.268885533	-5.009210346	NA	not_sig	NA	other
RBKS	-0.174368875	1.576667631	-1.917394367	0.060699617	0.180868225	-4.208331708	NA	not_sig	NA	other
CDKN2AIPNL	-0.17436407	3.160383965	-2.519015671	0.014888158	0.07392279	-3.135174477	NA	not_sig	NA	other
ACKR2	0.174340948	2.924184414	0.858696171	0.394456965	0.587397872	-5.620905341	NA	not_sig	NA	other
TMEM191A	-0.174326769	0.554567152	-1.5957831	0.116609442	0.273898538	-4.689968614	NA	not_sig	NA	other
TRRAP	0.174306124	6.784407732	1.43834502	0.156339633	0.328585691	-5.256838106	NA	not_sig	NA	other
ZKSCAN7	-0.174299748	2.050531697	-1.308621012	0.196428425	0.379744795	-5.093847055	NA	not_sig	NA	other
SLC12A9	0.174285152	5.355026656	1.564243062	0.123838375	0.285066665	-5.049309374	NA	not_sig	NA	other
P4HA1	-0.174268363	6.548059737	-1.217204828	0.229032354	0.41867838	-5.535829071	NA	not_sig	NA	other
NDUFV2P1	-0.174249159	2.050762467	-1.077022318	0.286451376	0.481826914	-5.348694972	NA	not_sig	NA	other
LAMB2	0.174245424	6.649284503	1.235517133	0.222201852	0.410619048	-5.514408267	NA	not_sig	NA	other
CDSN	0.174218076	6.206732648	0.524257186	0.602331728	0.752357714	-6.115795127	NA	not_sig	NA	other
ALAD	0.174216223	4.296234041	1.817483884	0.074918126	0.207970969	-4.570452505	NA	not_sig	NA	other
ATG4C	-0.174156183	3.716355433	-1.368340931	0.177100348	0.355469469	-5.167835389	NA	not_sig	NA	other
SLC25A42	-0.174111684	2.828327315	-0.990793034	0.326383789	0.523099895	-5.475370797	NA	not_sig	NA	other
CCDC81	0.174089335	0.526967004	1.427724571	0.159361197	0.332325926	-4.916956864	NA	not_sig	NA	other
PLOD2	-0.174060498	5.924401133	-0.932093578	0.355604288	0.551655353	-5.822481083	NA	not_sig	NA	other
FLI1	0.174058742	5.932048756	1.839840614	0.071513958	0.201440954	-4.636316455	NA	not_sig	NA	other
KRT8P46	0.174013173	1.246420883	1.499938568	0.139689662	0.306468274	-4.833234457	NA	not_sig	NA	other
AP4B1	-0.173972504	4.34211066	-1.650442416	0.104892348	0.256785797	-4.839263114	NA	not_sig	NA	other
CDYL	-0.173934555	5.595820652	-1.812930838	0.075627842	0.208857731	-4.670945543	NA	not_sig	NA	other
PCSK9	0.173916223	0.512491214	0.805372383	0.424279476	0.613768037	-5.549291812	NA	not_sig	NA	other
WHAMM	0.173877737	4.058448885	2.076597454	0.04280731	0.143515109	-4.097443402	NA	not_sig	NA	other
GNPDA1	-0.173869868	5.292747424	-1.810205657	0.07605533	0.209511323	-4.660812178	NA	not_sig	NA	other
PHETA2	0.173861077	3.293278817	1.414800833	0.163099154	0.337490697	-5.065326906	NA	not_sig	NA	other
NRDC	-0.173839438	7.219205749	-2.36198695	0.021963951	0.093681857	-3.651229482	NA	not_sig	NA	other
AC009779.4	-0.173833072	2.118858257	-1.104442132	0.274495778	0.469336874	-5.325610286	NA	not_sig	NA	other
FADS3	0.173814551	3.861983107	1.04992688	0.298616433	0.494565417	-5.555385991	NA	not_sig	NA	other
FLT3	-0.173810138	3.686630612	-0.928220715	0.357590222	0.553833097	-5.644225999	NA	not_sig	NA	other
ABCF3	0.1738007	4.968441176	2.08478687	0.042026089	0.141672595	-4.15567546	NA	not_sig	NA	other
GPBP1	-0.173798086	6.94400818	-2.070557629	0.043391538	0.144744012	-4.231104025	NA	not_sig	NA	other
PHC2	0.173784062	6.631996201	1.224653965	0.226235483	0.415250017	-5.527074672	NA	not_sig	NA	other
MB21D2	-0.173760489	3.851017411	-1.31009036	0.195934509	0.379267376	-5.259271359	NA	not_sig	NA	other
TMEM26	0.173735482	1.492330833	0.742853984	0.460919535	0.642877263	-5.614121211	NA	not_sig	NA	other
FHIT	0.173690427	1.437534418	1.252660787	0.215944418	0.402705887	-5.143463336	NA	not_sig	NA	other
LAMTOR5	0.173668438	4.367848285	1.504885557	0.138415716	0.304713863	-5.058003876	NA	not_sig	NA	other
C5orf58	0.173662256	1.845049388	0.970859958	0.336121267	0.531739187	-5.444384374	NA	not_sig	NA	other
DNAJC4	0.173648815	2.806128313	1.249179231	0.217204506	0.404219428	-5.212653099	NA	not_sig	NA	other
POU5F1	0.173616909	0.928226705	1.162487262	0.250355486	0.443410662	-5.233970897	NA	not_sig	NA	other
FCHSD2	0.173608943	6.07679812	1.387584567	0.171193075	0.348222047	-5.320284655	NA	not_sig	NA	other
MYLK4	0.173578922	1.036872031	1.30891308	0.196330173	0.379647042	-5.071309159	NA	not_sig	NA	other
CNTF	-0.173547805	0.861432503	-1.623262882	0.110592705	0.265252112	-4.654464414	NA	not_sig	NA	other
ZNF891	-0.173521099	3.540967896	-1.228287937	0.2248802	0.413826932	-5.315031955	NA	not_sig	NA	other
TMED5	-0.173500341	6.900341636	-2.369168979	0.021583875	0.092730522	-3.639282436	NA	not_sig	NA	other
SGMS2	-0.173478965	5.588415954	-1.590388108	0.117821213	0.275828883	-5.022290226	NA	not_sig	NA	other
SLC27A3	0.173465768	4.148017731	1.425811507	0.159910274	0.332984368	-5.147109538	NA	not_sig	NA	other
FAM214B	0.173463408	4.556166184	1.535936159	0.130628757	0.293957618	-5.036287983	NA	not_sig	NA	other
PSG4	0.173412874	0.507595543	0.638933892	0.525675955	0.694078699	-5.660391771	NA	not_sig	NA	other
CEP295	-0.173400279	4.996354196	-1.468915906	0.147891457	0.318011201	-5.15758472	NA	not_sig	NA	other
RPL7L1	-0.173392049	7.163624021	-2.677495346	0.009907289	0.057298993	-2.959457234	NA	not_sig	NA	other
VARS1	0.173367833	5.5006867	1.364471563	0.178306794	0.357009255	-5.329034983	NA	not_sig	NA	other
ZBTB5	0.173330357	4.311509935	2.339050308	0.023218202	0.097263137	-3.606998581	NA	not_sig	NA	other
SNRNP70	0.173329988	5.862156058	1.588778447	0.118184723	0.276453133	-5.033602343	NA	not_sig	NA	other
LONP2	-0.173318573	6.688531569	-2.861427826	0.00606569	0.042558685	-2.529367493	NA	not_sig	NA	other
ARHGAP9	-0.173298345	5.049976695	-1.143843856	0.257937051	0.451977079	-5.566338909	NA	not_sig	NA	other
CEACAM22P	0.173292901	0.336505362	1.391231857	0.170090766	0.346597379	-4.961186844	NA	not_sig	NA	other
TAX1BP1	-0.173234809	7.663420313	-3.061078564	0.003488362	0.03092039	-2.023894737	NA	not_sig	NA	other
DYNC2H1	0.173227204	4.935179094	0.968189862	0.337440101	0.532890237	-5.728685447	NA	not_sig	NA	other
RALGAPA1P1	0.173213345	1.487312147	0.979920928	0.331671289	0.527833334	-5.426353605	NA	not_sig	NA	other
BCL2L15	0.173203118	2.317835094	0.597150384	0.553003474	0.715486891	-5.728326555	NA	not_sig	NA	other
PLEK	0.173158595	8.748784394	0.631902994	0.530224162	0.697449019	-5.978387451	NA	not_sig	NA	other
ZMAT1	0.173108419	2.293105434	0.982722416	0.330303403	0.52665025	-5.447343628	NA	not_sig	NA	other
USP15	-0.173104123	7.52762781	-2.320354825	0.024287461	0.09981348	-3.729940991	NA	not_sig	NA	other
DHRS4	0.173080255	3.907185873	1.436613627	0.156829148	0.329210489	-5.09812492	NA	not_sig	NA	other
KCTD20	-0.173036988	7.481271035	-2.197938579	0.032438347	0.119747076	-3.977734461	NA	not_sig	NA	other
MARCHF3	-0.173006938	3.174185209	-0.922320186	0.36062969	0.556979026	-5.58088694	NA	not_sig	NA	other
FRMD5	-0.172949279	1.059986428	-0.922092912	0.360747095	0.557059874	-5.465623015	NA	not_sig	NA	other
CWH43	-0.172916793	4.789974369	-0.646038165	0.521101223	0.690788833	-5.970844468	NA	not_sig	NA	other
IGF2BP2	0.172905481	3.934382394	1.130165717	0.263602694	0.458468698	-5.481083969	NA	not_sig	NA	other
AC009133.6	0.172888617	1.681736372	0.741481899	0.461743596	0.643607283	-5.619707607	NA	not_sig	NA	other
MMAB	-0.172875033	3.500700956	-1.216187151	0.229416412	0.418951386	-5.325428624	NA	not_sig	NA	other
PTGES3	0.172803759	7.554583436	2.337822807	0.023287095	0.097408769	-3.693611837	NA	not_sig	NA	other
TRAV38-2DV8	-0.172800416	0.248034269	-1.281519798	0.205707398	0.39067752	-5.091731531	NA	not_sig	NA	other
KRT18P31	0.172791749	1.297060266	1.15359028	0.253953345	0.447515028	-5.250568103	NA	not_sig	NA	other
BNIPL	-0.172752237	4.685537438	-0.683248411	0.497488963	0.672241922	-5.936285425	NA	not_sig	NA	other
DQX1	-0.172744948	0.300218339	-1.26237135	0.212458491	0.398636097	-5.113927144	NA	not_sig	NA	other
GIMAP1-GIMAP5	-0.172740782	4.511160122	-0.944592445	0.349244046	0.545295796	-5.72021108	NA	not_sig	NA	other
TMEM181	-0.172710034	6.006956112	-1.770013944	0.082599079	0.220603436	-4.753676753	NA	not_sig	NA	other
DIMT1	-0.172676703	4.598975792	-1.834474415	0.072318923	0.202894337	-4.570775942	NA	not_sig	NA	other
ELF5	0.172645341	1.594061397	0.543412975	0.589172179	0.742480945	-5.736220333	NA	not_sig	NA	other
DGKQ	-0.172550664	4.109215004	-1.166149795	0.248885083	0.441765863	-5.45398175	NA	not_sig	NA	other
AC146944.1	0.172507286	1.991099094	0.858616326	0.394500623	0.587400925	-5.541070533	NA	not_sig	NA	other
GUSB	0.172490396	5.22238567	1.556401234	0.125690498	0.287606865	-5.050771123	NA	not_sig	NA	other
CDK5RAP2	0.172475371	5.855695252	1.940849307	0.057716891	0.17478369	-4.459455197	NA	not_sig	NA	other
ADAMDEC1	-0.172446404	7.559804023	-0.579358149	0.564854036	0.72403633	-6.074614022	NA	not_sig	NA	other
GALNT12	-0.172431953	2.039189305	-0.912546028	0.365701124	0.561665527	-5.497582759	NA	not_sig	NA	other
ME3	-0.172428552	2.540940574	-1.277636067	0.207063544	0.392165803	-5.157667364	NA	not_sig	NA	other
NUDT1	-0.172357579	3.493419787	-2.223247082	0.030578381	0.115313515	-3.763530467	NA	not_sig	NA	other
FUCA2	-0.172342545	6.133332625	-2.420158418	0.01905071	0.085718186	-3.529770247	NA	not_sig	NA	other
TRMT1L	-0.172328253	4.578152352	-1.236398951	0.221876762	0.41023964	-5.424403476	NA	not_sig	NA	other
LINC00674	0.172310907	0.675740417	1.4407838	0.155652142	0.327784424	-4.902207972	NA	not_sig	NA	other
AC010326.2	0.172306846	0.259658765	1.538360572	0.130035773	0.29321529	-4.766831795	NA	not_sig	NA	other
SLC2A3	0.1722715	8.248553856	0.543332157	0.589227411	0.74249591	-6.059405905	NA	not_sig	NA	other
ZMYND19	-0.172254466	3.173849079	-1.701165797	0.094896878	0.240971091	-4.640831559	NA	not_sig	NA	other
METTL25	-0.172249607	3.478122885	-1.538264734	0.130059173	0.29321529	-4.912988771	NA	not_sig	NA	other
ZSCAN22	0.172217896	2.525024765	1.571043949	0.122249912	0.282794777	-4.781081606	NA	not_sig	NA	other
VAV2	0.172217796	4.331604686	1.414308355	0.163242929	0.337692052	-5.175658248	NA	not_sig	NA	other
GIMAP5	-0.172214192	6.762020638	-1.091918896	0.279911967	0.474180674	-5.67362741	NA	not_sig	NA	other
FABP2	0.172153677	0.696086841	1.432279376	0.158059812	0.330739771	-4.913124499	NA	not_sig	NA	other
ING4	-0.172150579	3.788933608	-1.657440303	0.103464187	0.254718834	-4.77178425	NA	not_sig	NA	other
LCE6A	0.172139184	1.883777704	0.345576097	0.731058203	0.840057151	-5.821810282	NA	not_sig	NA	other
LPAR3	-0.17213466	3.727999937	-0.699789709	0.48718369	0.664249287	-5.826613751	NA	not_sig	NA	other
ALS2	0.172131044	4.817192317	2.268104587	0.027512308	0.107897107	-3.787024719	NA	not_sig	NA	other
RANGRF	0.172100644	2.768291532	1.376702437	0.174514665	0.352419776	-5.057066855	NA	not_sig	NA	other
S100A13	-0.172072775	4.677584757	-1.77156987	0.082337281	0.220247726	-4.682478499	NA	not_sig	NA	other
CNGA3	-0.172065886	0.40366627	-0.67115238	0.505099807	0.677886822	-5.641975717	NA	not_sig	NA	other
NCOA4	-0.172030306	9.089222944	-1.819694419	0.074575578	0.207255237	-4.604204873	NA	not_sig	NA	other
COL9A2	0.172023003	1.41890267	1.118445261	0.268527277	0.463230796	-5.289117708	NA	not_sig	NA	other
CBLN3	0.171992303	1.371573905	0.935534403	0.353845914	0.549873982	-5.461284998	NA	not_sig	NA	other
TPTE2P2	0.171967782	1.158425998	1.238420003	0.221133007	0.409394891	-5.154727	NA	not_sig	NA	other
TUBB6	-0.171966504	7.282119734	-1.128182249	0.26443155	0.459501806	-5.627308873	NA	not_sig	NA	other
NLE1	-0.1719664	3.15939604	-1.554159915	0.126223927	0.288277405	-4.855260835	NA	not_sig	NA	other
HSPH1	-0.171919437	6.882195361	-1.179472913	0.243588674	0.435758874	-5.577204952	NA	not_sig	NA	other
SOWAHC	-0.171892124	6.027380158	-1.010459035	0.316963451	0.513140394	-5.750513128	NA	not_sig	NA	other
GUCY1B2	0.171865739	0.138904418	0.882877192	0.381374007	0.575522547	-5.484302123	NA	not_sig	NA	other
PFDN6	-0.171852235	3.650781696	-1.831182673	0.072816473	0.203855175	-4.483483408	NA	not_sig	NA	other
YPEL3	0.171844743	3.829996459	1.315362308	0.194170074	0.377002553	-5.248242526	NA	not_sig	NA	other
ULBP1	0.171805518	0.260637796	1.301967925	0.198676582	0.382542891	-5.068470077	NA	not_sig	NA	other
MCM8	-0.171778771	3.905897675	-1.460906184	0.150069443	0.32069185	-5.067640173	NA	not_sig	NA	other
PTPRJ	-0.171767843	7.947366857	-1.105221858	0.274161005	0.469059593	-5.630980039	NA	not_sig	NA	other
ATP10B	0.171757578	4.46513839	0.811377532	0.420854628	0.610737916	-5.8263499	NA	not_sig	NA	other
PHF6	-0.171724397	5.240990873	-2.253713195	0.02846487	0.11023539	-3.841175822	NA	not_sig	NA	other
MORF4L1	0.171706687	7.829599512	2.553236031	0.013651684	0.069874065	-3.22502163	NA	not_sig	NA	other
KCNV1	0.171706169	1.679525832	1.41246714	0.163781327	0.338289137	-4.956550437	NA	not_sig	NA	other
CASTOR1	0.171670468	1.365533502	1.29250898	0.201906123	0.386415104	-5.096413568	NA	not_sig	NA	other
APOBEC3H	-0.171670147	1.322413132	-0.950371546	0.346328545	0.542524362	-5.447407641	NA	not_sig	NA	other
CYREN	0.171640702	4.808269754	1.950673405	0.056505337	0.172088547	-4.389333987	NA	not_sig	NA	other
CDH23	0.171629759	2.652863772	1.382076059	0.172868318	0.350093749	-5.045427244	NA	not_sig	NA	other
FAM186B	0.171612185	0.434015356	1.252105424	0.216145058	0.403033976	-5.12790626	NA	not_sig	NA	other
DGKH	0.171558442	5.68544885	1.5033672	0.138805739	0.305234797	-5.151384022	NA	not_sig	NA	other
ARHGAP44	0.171525112	2.21594843	1.140031375	0.259507419	0.454031932	-5.291547456	NA	not_sig	NA	other
